Frame number,Identity number,Bounding box left,Bounding box top,Bounding box width,Bounding box height,Area,Centroid,xCentroid,yCentroid
118,9,716,273,36,41,789,,735.2572877059569,296.4220532319392
119,7,175,77,13,31,234,,181.07692307692307,89.80341880341881
119,4,549,133,60,70,2361,,579.0288013553579,171.3998305802626
119,6,645,136,25,71,1132,,656.756183745583,170.2173144876325
119,5,418,181,20,24,207,,425.1256038647343,194.19806763285024
119,2,375,185,33,80,1542,,387.8625162127108,227.45071335927366
119,10,495,213,26,84,1482,,507.56612685560054,257.8137651821862
119,9,705,225,47,88,1769,,729.4680610514415,272.69869983041264
119,3,421,245,25,18,247,,434.0607287449393,255.31578947368422
120,8,750,12,18,21,248,,758.8467741935484,22.120967741935484
120,7,173,77,12,31,251,,178.45418326693226,90.86055776892431
120,4,551,134,57,66,2266,,580.9827890556046,170.85878199470432
120,6,647,135,26,72,1053,,659.2621082621083,167.7948717948718
120,2,375,184,32,81,1462,,388.2674418604651,228.9090287277702
120,10,497,215,38,84,1722,,514.2711962833914,262.85249709639953
120,9,703,223,42,89,1881,,722.9117490696439,270.6480595427964
120,3,421,245,26,18,268,,434.660447761194,255.06716417910448
121,7,168,73,13,36,286,,175.03496503496504,90.4055944055944
121,4,561,130,51,70,2210,,587.1276018099547,167.29049773755656
121,6,653,135,24,71,1074,,664.0502793296089,170.15083798882682
121,2,377,184,31,81,1358,,388.4491899852725,229.59131075110457
121,5,419,194,21,11,205,,429.05853658536586,199.14634146341464
121,10,508,216,34,84,1645,,526.6401215805471,263.77021276595747
121,9,691,220,38,86,1621,,707.5940777297964,267.5576804441703
121,3,421,245,26,17,262,,435.0267175572519,254.36641221374046
122,8,752,13,16,26,205,,760.9951219512195,26.55121951219512
122,7,165,79,16,30,288,,171.99652777777777,94.22569444444444
122,4,567,129,45,70,1972,,589.5578093306289,165.9868154158215
122,6,657,134,21,71,988,,667.0475708502024,168.45445344129556
122,2,378,184,30,81,1257,,389.12649164677805,229.45505171042163
122,5,420,194,22,11,204,,430.3578431372549,199.33333333333334
122,10,523,216,22,84,1426,,533.9186535764376,258.9256661991585
122,9,672,219,50,87,1782,,699.7441077441077,266.4826038159371
122,3,421,245,27,17,271,,434.86346863468634,254.67158671586716
123,7,161,78,12,32,261,,167.29885057471265,93.03065134099617
123,4,572,129,47,68,2090,,594.0622009569378,166.1755980861244
123,6,663,131,19,70,1026,,672.275828460039,167.11988304093566
123,2,380,183,29,82,1346,,392.4234769687964,228.51337295690936
123,5,421,195,23,10,202,,432.3069306930693,199.51980198019803
123,9,666,217,41,85,1797,,685.6227045075125,264.3322203672788
123,10,529,219,43,83,1881,,547.2381711855396,267.5677830940989
123,3,422,245,26,17,254,,435.751968503937,254.11023622047244
124,7,159,78,13,32,290,,165.5344827586207,93.86896551724138
124,4,574,130,47,66,2058,,595.9674441205053,165.09669582118562
124,6,665,133,21,68,1087,,674.4333026678933,168.28426862925483
124,2,382,184,27,81,1257,,393.57597454256165,228.2521877486078
124,5,422,195,23,10,208,,433.21634615384613,199.43269230769232
124,9,665,215,31,86,1498,,677.4726301735648,257.40921228304404
124,10,531,220,45,83,1899,,552.9473407056346,268.2548709847288
124,3,420,245,29,17,366,,434.0163934426229,253.34972677595627
125,7,156,79,13,32,239,,162.20083682008368,92.75313807531381
125,4,576,128,45,70,2083,,598.6212193951033,164.55832933269323
125,6,665,131,23,69,1085,,676.3023041474654,167.35668202764978
125,2,381,184,34,81,1324,,395.26359516616316,229.38293051359517
125,9,652,214,38,87,1689,,669.7152161042037,258.8117229129663
125,10,541,219,35,85,1777,,559.6274620146314,267.5025323579066
125,3,420,245,29,17,370,,434.1864864864865,253.33513513513515
126,7,154,80,12,32,219,,159.58904109589042,93.70319634703196
126,4,578,127,44,69,1963,,600.7050433010697,163.2572592969944
126,6,666,130,23,70,1049,,678.2764537654909,165.70352716873214
126,2,381,183,34,82,1347,,395.91610987379363,229.19376391982183
126,9,639,214,44,87,1761,,662.49687677456,262.8807495741056
126,10,554,219,25,85,1418,,566.728490832158,263.61001410437234
126,3,420,245,30,17,403,,433.682382133995,253.40942928039703
127,7,151,77,12,35,273,,157.0,93.37362637362638
127,4,580,126,45,66,1988,,603.1423541247485,160.91901408450704
127,6,669,129,23,68,1051,,680.4462416745956,163.5023786869648
127,2,381,182,68,83,1747,,404.5970234688037,235.5603892386949
127,9,636,213,42,87,1723,,656.5380150899593,263.0034822983169
127,10,560,221,30,87,1627,,573.5826674861709,268.51628764597416
128,7,146,81,13,32,294,,152.51700680272108,96.73809523809524
128,4,585,126,48,67,1958,,608.2461695607763,161.0720122574055
128,6,672,126,26,69,948,,684.8818565400844,156.49472573839662
128,2,383,183,29,84,1213,,395.7469084913438,229.51277823577905
128,9,629,208,33,87,1594,,641.7754077791719,252.34504391468005
128,10,564,224,43,85,1834,,586.3462377317339,273.2486368593239
128,3,421,245,28,17,365,,434.1205479452055,253.33150684931508
129,7,143,83,16,31,314,,150.27707006369425,98.70382165605096
129,4,589,125,43,64,1935,,610.2268733850129,159.74263565891474
129,6,675,125,25,70,993,,687.0966767371601,158.36555891238672
129,2,386,183,24,85,1205,,395.7344398340249,227.5526970954357
129,9,577,209,78,100,3482,,614.4882251579552,263.90206777713956
129,3,421,245,29,17,381,,434.9265091863517,253.07611548556432
130,7,141,80,12,35,267,,147.2996254681648,96.44194756554307
130,4,592,123,42,65,1855,,612.3849056603774,158.53530997304583
130,6,678,126,24,69,1003,,689.456630109671,159.73280159521437
130,2,385,183,27,86,1262,,395.55071315372425,227.91600633914422
130,9,588,209,60,101,3294,,615.7267759562842,262.3290831815422
130,3,420,244,29,18,379,,433.63324538258576,253.14511873350924
131,7,137,79,13,36,280,,143.4857142857143,96.56428571428572
131,4,595,122,46,65,1904,,616.4737394957983,156.1171218487395
131,6,686,125,19,67,846,,694.9255319148937,156.32505910165486
131,2,384,185,64,83,1728,,403.66898148148147,235.06828703703704
131,9,593,206,48,104,2597,,614.901809780516,267.79976896418947
132,7,135,80,15,37,314,,140.88216560509554,98.60828025477707
132,4,596,121,49,66,1898,,618.3061116965226,156.07481559536353
132,6,689,124,18,66,842,,697.604513064133,155.87410926365797
132,2,383,186,64,83,1747,,403.1888952489983,235.4361763022324
132,9,594,204,49,107,3246,,615.4938385705484,264.05144793592115
132,11,754,278,14,75,418,,763.633971291866,318.88516746411483
133,7,133,81,11,36,254,,137.64566929133858,97.7755905511811
133,6,691,121,19,69,935,,699.8213903743316,156.71978609625668
133,4,599,122,49,65,1839,,619.7678085916259,156.6721044045677
133,2,383,186,62,83,1649,,401.15827774408734,235.54275318374772
133,9,581,204,62,107,3417,,614.6429616622769,263.12028094820016
133,11,752,257,16,97,1051,,761.5413891531874,309.0894386298763
134,7,131,82,13,30,225,,136.00444444444443,96.96888888888888
134,6,692,121,24,68,972,,702.2736625514403,156.8508230452675
134,4,600,122,50,65,1815,,621.5366391184573,156.10137741046833
134,5,421,182,20,23,213,,428.943661971831,195.66666666666666
134,2,383,187,28,82,1327,,394.11379050489825,232.68575734740014
134,9,576,203,39,85,1649,,594.9933292904791,251.05761067313523
134,9,626,227,22,87,1459,,637.2810143934202,271.70459218642907
134,3,420,245,26,17,251,,434.003984063745,255.09163346613545
134,11,740,256,28,96,1842,,756.871878393051,309.7513572204126
135,7,127,82,13,36,274,,133.45255474452554,99.43795620437956
135,4,603,121,46,66,1660,,623.1024096385543,154.10361445783133
135,6,692,126,24,63,941,,703.9564293304994,157.37619553666312
135,5,422,182,20,23,220,,429.53636363636366,195.85454545454544
135,2,382,187,32,82,1382,,394.11649782923297,233.4341534008683
135,10,574,201,34,85,1440,,589.0243055555555,247.82638888888889
135,9,627,228,39,87,1767,,644.5817770232031,278.2654216185625
135,3,421,245,25,18,256,,435.12890625,254.92578125
135,11,725,255,43,96,2179,,750.5704451583296,309.98669114272604
136,7,124,82,14,37,317,,130.76340694006308,100.78864353312302
136,4,604,120,44,65,1716,,625.2185314685315,153.94522144522145
136,6,693,120,24,68,994,,706.3923541247485,155.90442655935612
136,2,382,187,32,82,1451,,394.82977257064096,233.2605099931082
136,10,569,199,33,84,1398,,582.5765379113019,240.41273247496423
136,9,628,230,48,86,1801,,651.5630205441421,280.04441976679624
136,3,421,245,27,18,297,,435.8047138047138,255.08080808080808
136,11,723,255,45,95,2133,,743.8354430379746,309.070323488045
137,7,121,87,17,33,294,,128.56462585034015,103.77551020408163
137,4,605,119,42,63,1756,,626.4066059225513,152.9003416856492
137,6,698,124,22,62,945,,708.4740740740741,154.0857142857143
137,2,384,187,30,82,1397,,395.54831782390835,232.96564065855404
137,5,422,186,22,19,224,,431.48214285714283,198.00892857142858
137,10,561,198,35,82,1691,,576.2525133057362,241.95505617977528
137,9,635,230,44,85,1794,,658.5557413600892,279.86064659977706
137,3,420,245,30,19,394,,435.994923857868,254.4771573604061
137,11,722,253,31,93,1927,,735.883238194084,304.9465490399585
138,7,118,84,12,35,262,,124.11832061068702,100.91221374045801
138,6,701,117,24,68,838,,712.217183770883,147.4749403341289
138,4,609,119,43,62,1694,,630.9362455726092,153.96694214876032
138,2,386,186,27,83,1369,,397.4989043097151,230.89116143170196
138,5,424,196,27,19,222,,440.18468468468467,202.24774774774775
138,10,541,198,45,82,1619,,563.9975293390983,243.7702285361334
138,9,660,229,26,87,1507,,674.0909090909091,274.99668214996683
138,3,421,245,31,19,387,,436.8552971576227,254.6485788113695
138,11,702,250,32,95,1829,,720.6079825041006,298.52761071623837
139,7,116,84,12,36,312,,121.72435897435898,102.23076923076923
139,4,612,118,41,63,1746,,632.446735395189,152.946735395189
139,6,703,120,23,65,802,,713.642144638404,148.19825436408976
139,2,386,186,29,83,1343,,398.7624720774386,230.9530900967982
139,5,433,196,21,19,215,,443.69302325581396,202.91162790697675
139,10,541,196,38,80,1610,,557.5354037267081,242.27080745341615
139,11,664,230,68,115,3960,,698.4926767676768,291.6689393939394
139,3,421,245,32,19,368,,437.98097826086956,255.3125
140,7,114,85,14,35,274,,119.64598540145985,101.74452554744525
140,4,615,117,41,65,1743,,635.1853126792886,151.60585197934594
140,6,706,120,21,65,762,,715.0984251968504,148.5498687664042
140,2,386,186,30,84,1304,,399.4141104294479,231.53067484662577
140,10,538,194,30,81,1368,,550.5102339181286,235.5204678362573
140,5,434,196,21,29,289,,445.98269896193773,207.2076124567474
140,11,663,231,65,110,3668,,697.1848418756815,289.5218102508179
140,3,422,245,31,20,370,,438.16486486486485,255.30810810810812
141,7,109,85,13,37,284,,113.84507042253522,103.01408450704226
141,4,620,116,42,61,1671,,639.1095152603232,148.131657690006
141,6,708,118,19,64,764,,717.7015706806283,146.9502617801047
141,2,386,187,66,83,1769,,409.1458451102318,239.4607122668174
141,5,434,192,19,34,303,,445.0495049504951,205.63366336633663
141,10,520,193,36,81,1572,,538.0833333333334,237.3409669211196
141,11,678,229,36,109,2576,,696.6568322981367,285.97049689440996
142,7,106,85,11,38,264,,111.21212121212122,102.61363636363636
142,4,621,115,42,62,1683,,640.3357100415924,148.77718360071302
142,6,709,115,20,66,822,,718.7858880778589,146.85279805352798
142,2,388,187,64,85,1762,,409.6594778660613,239.8694665153235
142,5,434,193,18,33,283,,444.63250883392226,205.2756183745583
142,10,515,192,39,81,1493,,532.3369055592766,238.61419959812457
142,11,663,229,58,108,3687,,695.7512883102794,287.29997287767833
143,7,104,86,12,38,308,,109.26948051948052,105.14935064935065
143,4,623,116,40,61,1752,,641.1164383561644,148.55194063926942
143,6,709,117,21,64,910,,719.9934065934066,148.57142857142858
143,5,434,186,18,38,335,,444.23880597014926,202.30149253731344
143,2,388,188,66,86,1782,,410.2334455667789,240.4652076318743
143,10,512,191,33,80,1326,,526.4509803921569,233.71493212669682
143,11,658,231,80,106,4133,,696.2864747157029,289.3607548995887
144,7,98,87,11,39,280,,103.36428571428571,105.02857142857142
144,4,626,115,39,63,1742,,644.8203214695752,146.32950631458095
144,6,711,121,22,59,797,,721.6662484316186,145.10414052697615
144,5,433,187,21,44,377,,443.9946949602122,205.85941644562334
144,10,496,187,37,81,1534,,514.1088657105606,231.65384615384616
144,2,389,189,67,87,1851,,410.7266342517558,242.46839546191248
144,11,700,233,50,83,1815,,727.2969696969697,281.04683195592287
144,9,656,240,27,92,1692,,667.145390070922,288.7683215130024
145,7,96,88,11,37,275,,101.21090909090908,104.96
145,4,625,113,43,63,1806,,647.1827242524917,145.08693244739757
145,6,711,119,22,61,769,,722.257477243173,144.22756827048116
145,5,433,187,21,44,348,,444.10632183908046,206.95689655172413
145,10,486,188,41,80,1583,,508.02084649399876,233.28995578016423
145,2,388,190,69,86,1857,,410.94668820678515,242.74474959612277
145,11,714,233,36,83,1716,,734.722027972028,279.67016317016316
145,9,644,239,29,92,1471,,659.9551325628823,280.9979605710401
146,7,94,88,12,38,353,,99.14447592067988,108.43909348441926
146,4,627,112,41,63,1757,,648.4980079681275,144.68070574843483
146,6,713,119,20,61,735,,722.804081632653,144.0829931972789
146,10,485,187,39,79,1554,,502.7155727155727,232.18211068211068
146,2,388,188,72,88,2451,,417.22235822113424,239.1358629130967
146,11,727,232,29,84,1373,,742.2134013109978,274.17625637290604
146,9,634,238,34,93,1843,,653.456863809007,285.9924036896365
147,7,89,90,15,38,333,,94.30330330330331,109.34234234234235
147,4,631,112,39,61,1661,,651.42865743528,145.27332931968692
147,6,715,114,16,65,661,,722.4901664145234,144.62783661119516
147,10,476,184,31,79,1319,,489.3949962092494,223.12509476876423
147,2,388,190,77,86,2474,,418.38197251414715,242.82174616006466
147,9,622,235,36,94,1785,,640.9557422969187,283.32941176470587
147,11,733,235,35,81,1680,,753.9369047619048,281.35833333333335
148,7,86,90,14,38,320,,91.309375,108.9625
148,4,634,112,37,61,1650,,652.7266666666667,144.7230303030303
148,6,716,113,14,65,616,,722.6461038961039,144.09902597402598
148,10,435,183,66,90,2761,,469.2745382107932,235.72582397681998
148,2,389,194,40,84,1619,,402.8468190240889,241.89067325509575
148,9,619,234,28,91,1724,,633.9350348027842,279.83178654292345
148,11,736,236,32,81,1396,,757.1375358166189,284.5114613180516
149,7,83,90,11,38,275,,88.52363636363637,107.02181818181818
149,4,635,111,39,61,1723,,654.9489262913523,142.94312246082416
149,6,716,113,14,65,563,,722.4049733570159,144.03374777975134
149,3,391,185,107,96,4587,,442.27817745803355,240.05624591236102
149,9,613,233,28,91,1933,,627.6497672012416,282.36730470770823
149,11,745,241,23,76,802,,760.3740648379053,288.16583541147133
150,7,75,93,18,38,359,,83.08356545961003,113.025069637883
150,4,638,110,42,60,1699,,657.5456150676869,141.4467333725721
150,6,716,114,13,64,569,,722.0492091388401,145.36906854130052
150,3,392,181,90,101,4518,,435.65050907481185,240.22509960159363
150,9,598,232,39,90,1923,,615.2100884035361,281.9219968798752
151,7,75,93,11,38,279,,80.29749103942652,109.72401433691756
151,4,640,109,41,60,1610,,658.548447204969,140.94161490683229
151,6,714,113,14,65,638,,721.1050156739811,147.10971786833855
151,3,390,181,88,100,4313,,434.73568281938327,240.47507535358218
151,9,593,231,36,89,1823,,608.3987931980253,279.5074053757543
152,7,73,93,11,38,278,,78.24820143884892,110.05035971223022
152,4,641,109,40,61,1615,,659.3139318885449,141.18390092879258
152,6,712,115,16,63,740,,720.0256756756756,148.99594594594595
152,3,390,182,89,101,3986,,435.64375313597594,242.1322127446061
152,9,588,229,27,90,1464,,601.8073770491803,273.0525956284153
153,7,67,94,16,39,376,,73.55585106382979,113.69680851063829
153,4,644,109,39,61,1530,,662.5673202614379,138.90065359477123
153,6,701,116,26,63,827,,716.3035066505441,151.67714631197097
153,3,397,181,76,108,3918,,437.3527309851965,244.64624808575803
153,9,570,228,36,90,1705,,588.916715542522,276.50791788856304
154,7,65,95,11,38,294,,69.81292517006803,112.48299319727892
154,4,645,108,40,61,1632,,664.4859068627451,139.2077205882353
154,6,699,116,29,64,824,,714.5958737864078,151.20631067961165
154,3,401,199,72,91,3465,,439.6210678210678,250.55873015873016
154,9,570,227,33,87,1636,,583.1546454767727,274.46454767726163
155,7,62,95,12,37,312,,67.86858974358974,112.21474358974359
155,4,645,108,42,58,1571,,665.9904519414386,138.32272437937618
155,6,701,117,26,64,821,,712.7917174177832,150.673568818514
155,5,416,180,22,25,291,,423.05841924398624,192.8556701030928
155,3,405,202,72,88,3351,,442.7150104446434,252.95732617129215
155,9,564,226,26,89,1524,,576.4599737532808,270.5748031496063
156,7,58,96,13,39,331,,63.84592145015106,115.56797583081571
156,4,648,108,69,73,2450,,683.2910204081633,143.28489795918367
156,3,399,179,84,111,3703,,443.14339724547665,246.76991628409397
156,9,550,225,30,88,1868,,564.4443254817987,273.0497858672377
157,7,55,97,16,39,331,,61.709969788519636,117.20241691842901
157,4,649,108,64,74,2427,,681.9258343634116,141.5084466419448
157,3,396,177,93,116,3979,,441.7675295300327,246.2025634581553
157,9,538,225,41,87,1950,,558.7876923076923,274.59384615384613
158,7,51,96,12,40,318,,57.09748427672956,114.76100628930817
158,4,654,106,55,77,2299,,683.1918225315354,144.195737277077
158,2,372,177,41,74,1428,,393.50280112044817,220.35294117647058
158,3,418,204,87,90,3497,,460.99285101515585,261.6005147269088
158,9,529,225,39,86,1742,,546.1848450057405,271.703214695752
159,7,48,97,15,39,388,,54.97938144329897,117.76288659793815
159,4,656,106,50,77,2048,,682.23388671875,143.98193359375
159,2,370,177,41,74,1383,,388.1373825018077,220.9182935647144
159,3,419,205,88,90,3426,,465.687682428488,262.6001167542323
159,9,522,224,32,87,1506,,539.4721115537849,266.8213811420983
160,7,46,98,17,40,374,,52.831550802139034,118.37700534759358
160,4,657,105,48,79,1936,,681.1306818181819,142.6792355371901
160,2,368,176,35,75,1299,,381.85912240184757,218.15165511932256
160,3,424,205,90,91,3663,,470.7371007371007,261.1790881790882
160,9,514,224,35,87,1688,,533.7997630331754,268.81516587677726
161,7,43,99,15,39,355,,48.38028169014085,119.89577464788732
161,4,660,105,43,79,2163,,680.7119741100323,143.76329172445676
161,2,353,175,33,74,1297,,367.9892058596762,218.33153430994602
161,3,435,204,111,106,5841,,491.7255606916624,264.301489470981
